1
sector_size; 2; 3; 4
Mark (7, 1, 3)_0; 0.9196273151117055; 0.9269172302116104; 0.9222271953690282
Mark (17, 1, 5)_0; 0.9986527896447489; 0.9986136808839974; 0.9983687822280607
Mark (31, 1, 7)_0; 0.9999652484231453; 0.9999603335865161; 0.999949736861088
NTCF (7, 1, 3)_0; 0.9139862098459076; 0.923857920512858; 0.9242418187234267
NTCF (17, 1, 5)_0; 0.9985431662880226; 0.9986252491280195; 0.9983018412310566
NTCF (31, 1, 7)_0; 0.9999655103357317; 0.999962957678367; 0.9999467998614102

Mark (7, 1, 3)_0; 195272; 193105; 213013
Mark (17, 1, 5)_0; 294711; 288174; 315547
Mark (31, 1, 7)_0; 294702; 288098; 315478
NTCF (7, 1, 3)_0; 202074; 188933; 183159
NTCF (17, 1, 5)_0; 317283; 289490; 286424
NTCF (31, 1, 7)_0; 317328; 289544; 286424
